Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
195.24.59.96/28;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
195.24.33.224/27;195.24.33.128 - 195.24.33.255;ASSIGNED PA;ORBITEL-BURGAS-CUSTOMER-1;Orbitel Burgas pop - /30 to customer interfaces,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
82.147.132.224/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.202.112/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.229.64/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
176.12.34.192/26;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
82.147.153.144/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.224.128/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
195.34.111.144/28;195.34.111.0 - 195.34.111.255;ASSIGNED PA;BIT-INC-VOIP;Bulgarian Information Technologies Inc.;195.34.96.0/19;Spectrum NET PA space;AS8717
82.103.86.128/25;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
92.247.241.224/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.240.96/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
84.242.136.112/28;84.242.136.0 - 84.242.136.255;ASSIGNED PA;ORBITEL-PLOVDIV;PPP links to customers,Plovdiv;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
62.204.148.224/28;62.204.148.0 - 62.204.148.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.;62.204.128.0/19;Spectrum NET PA space;AS8717
212.104.111.0/28;212.104.96.0 - 212.104.127.255;ALLOCATED PA;BG-MTELNET-20030709;;212.104.96.0/20;Evrocom Cable Management Bulgaria Ltd.;AS13124
82.103.101.192/27;82.103.101.0 - 82.103.101.255;ASSIGNED PA;SPNET;Spectrum NET - Yambol,Clients;82.103.64.0/18;Spectrum NET PA space;AS8717
82.103.119.32/27;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
84.242.185.128/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
82.147.152.0/25;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.152.0/24;orbitel;AS8672
92.247.246.96/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
213.169.41.0/26;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
212.50.11.16/28;212.50.11.0 - 212.50.11.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.11.0/24;SPNET specific announce;AS8717
195.24.51.112/28;195.24.51.0 - 195.24.51.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.51.0/24;PPPoE Targovishte i Ruse;AS29580
212.50.13.80/28;212.50.13.0 - 212.50.13.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.59.192/27;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
92.247.203.64/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.194.192/26;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.198.240/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
62.204.134.176/28;62.204.134.0 - 62.204.134.255;ASSIGNED PA;SPNET;Spectrum Net - Bourgas,Wireless clients;62.204.128.0/19;Spectrum NET PA space;AS8717
212.95.172.96/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.95.166.32/27;212.95.166.32 - 212.95.166.63;ASSIGNED PA;Prosyst;Prosyst Bulgaria;212.95.164.0/22;Orbitel;AS8672
212.50.23.192/27;212.50.22.0 - 212.50.23.255;ASSIGNED PA;INET-BG;i.net Ltd.,ISP, Computers, Networks and solutions;212.50.0.0/19;Spectrum NET PA space;AS8717
195.34.105.160/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.105.0/24;;AS8717
82.147.128.144/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/24;Orbitel-Lovech;AS8672
212.50.11.96/28;212.50.11.0 - 212.50.11.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.11.0/24;SPNET specific announce;AS8717
84.242.189.208/28;84.242.188.0 - 84.242.189.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.252.192/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
84.242.144.16/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
88.203.131.192/26;88.203.128.0 - 88.203.255.255;ALLOCATED PA;BG-MTELNET-20051125;;88.203.128.0/22;Spectrum NET PA space;AS8717
212.91.175.192/27;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
212.36.4.48/28;212.36.4.0 - 212.36.4.255;ASSIGNED PA;SPNET;Techno-Link (tm);212.36.4.0/24;Spectrum NET,BG-ONLY NETS;AS8717
212.95.165.176/28;212.95.165.144 - 212.95.165.191;ASSIGNED PA;ORBITEL-SOF-PPP;PPP customers in Sofia;212.95.164.0/22;Orbitel;AS8672
212.95.166.128/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.164.0/22;Orbitel;AS8672
92.247.251.128/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
82.103.106.96/27;82.103.106.0 - 82.103.107.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
213.169.34.96/27;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
213.222.51.32/27;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
92.247.232.128/28;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.221.0/26;92.247.216.0 - 92.247.223.255;ASSIGNED PA;GPON-SofiaNorth;GPON Services;92.247.192.0/18;SPNET;AS29580
62.204.149.192/26;62.204.149.0 - 62.204.149.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;62.204.128.0/19;Spectrum NET PA space;AS8717
92.247.197.64/27;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
195.24.59.176/28;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
84.242.138.0/26;84.242.138.0 - 84.242.138.255;ASSIGNED PA;OORBITEL-COUNTRY;country customers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.41.0/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.40.0/22;Orbitel;AS8672
212.50.11.32/27;212.50.11.0 - 212.50.11.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.11.0/24;SPNET specific announce;AS8717
87.227.151.0/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
92.247.198.112/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.155.224/28;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.103.116.224/27;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.116.0/24;;AS8717
92.247.251.96/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.50.19.64/26;212.50.19.0 - 212.50.19.127;ASSIGNED PA;PERNIK-BG;Spectrum Net - Pernik;212.50.0.0/19;Spectrum NET PA space;AS8717
195.34.113.48/28;195.34.113.48 - 195.34.113.63;ASSIGNED PA;VELTI-BG;Velti Ltd.,Sofia;195.34.96.0/19;Spectrum NET PA space;AS8717
195.24.38.144/28;195.24.38.128 - 195.24.38.255;ASSIGNED PA;ORBITEL-WIRELESS-SOFIA-1;Orbitel Inc,Sofia,wireless segment;195.24.32.0/19;Orbitel customer and internal;AS8672
78.83.6.32/27;78.83.0.0 - 78.83.7.255;ASSIGNED PA;SPNET;Sofia, Bulgaria;78.83.0.0/20;SPNET;AS8717
82.103.98.192/26;82.103.98.0 - 82.103.98.255;ASSIGNED PA;PLOVDIV-SE;Plovdiv Stock Exchange;82.103.64.0/18;Spectrum NET PA space;AS8717
195.24.46.160/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
212.50.4.112/28;212.50.4.0 - 212.50.4.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure VPN;212.50.4.0/24;SPNET specific announce;AS8717
87.227.154.192/27;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
80.253.54.0/26;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.54.0/24;A1 BG;AS13124
195.34.111.192/26;195.34.111.0 - 195.34.111.255;ASSIGNED PA;BIT-INC-VOIP;Bulgarian Information Technologies Inc.;195.34.96.0/19;Spectrum NET PA space;AS8717
213.222.56.32/28;213.222.56.32 - 213.222.56.47;ASSIGNED PA;ACTSOFT-1;ACT-SOFT - bulgaria,Sofia;213.222.56.0/24;Orbitel;AS8672
92.247.219.128/25;92.247.216.0 - 92.247.223.255;ASSIGNED PA;GPON-SofiaNorth;GPON Services;92.247.192.0/18;SPNET;AS29580
88.203.140.32/28;88.203.140.0 - 88.203.143.255;ASSIGNED PA;NOI;NOI;88.203.136.0/21;Spectrum NET PA space;AS8717
84.242.146.240/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
84.242.136.192/26;84.242.136.0 - 84.242.136.255;ASSIGNED PA;ORBITEL-PLOVDIV;PPP links to customers,Plovdiv;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.50.12.192/27;212.50.12.192 - 212.50.12.223;ASSIGNED PA;GRAMMA-BG;Gramma Ltd.;212.50.0.0/19;Spectrum NET PA space;AS8717
212.50.25.192/26;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.25.0/24;SPNET specific announce;AS8717
195.24.46.32/27;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
62.221.132.224/28;62.221.128.0 - 62.221.141.255;ASSIGNED PA;A1BG-Sofia-DOCSIS;A1 Bulgaria EAD;62.221.132.0/24;BLIZOO;as13124
87.227.148.64/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
84.242.165.160/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.242.64/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
217.10.243.208/28;217.10.240.0 - 217.10.243.255;ASSIGNED PA;A1BG-NET;A1 Bulgaria EAD;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
87.227.216.160/28;87.227.216.0 - 87.227.216.255;ASSIGNED PA;ORBITEL-Sofia;Orbitel,point-to-point to data customers;87.227.128.0/17,87.227.128.0/17,87.227.128.0/17,87.227.128.0/17;Mobiltel,Mobiltel,Mobiltel,Mobiltel;AS12716,AS29580,AS8672,AS8717
212.36.11.64/26;212.36.11.0 - 212.36.11.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
82.103.73.192/28;82.103.73.0 - 82.103.73.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.73.0/24;;AS8717
217.9.232.48/28;217.9.232.0 - 217.9.232.127;ASSIGNED PA;A1INFRA;A1 Bulgaria EAD;217.9.232.0/21;IBGC;AS13124
82.147.155.64/26;82.147.155.0 - 82.147.155.255;ASSIGNED PA;ECnet;ExecutiveCentre building;82.147.128.0/19;Orbitel customer and internal;AS8672
195.24.63.64/27;195.24.63.0 - 195.24.63.255;ASSIGNED PA;ORBITEL-VARNA-1;Orbitel Varna POP,Bulgaria;195.24.60.0/22;Orbitel;AS8672
92.247.227.32/27;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
62.204.150.80/28;62.204.150.0 - 62.204.150.255;ASSIGNED PA;RUSE-BG;RUSE Spectrum Net;62.204.128.0/19;Spectrum NET PA space;AS8717
92.247.230.64/27;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
213.222.39.64/26;213.222.39.0 - 213.222.39.255;ASSIGNED PA;Mtel_Clients_34352;;213.222.39.0/24;;AS8717
84.242.162.160/28;84.242.162.0 - 84.242.162.255;ASSIGNED PA;ORBITEL-SOF-POP;Orbitel Inc;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
88.203.137.80/28;88.203.136.0 - 88.203.139.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;88.203.136.0/21;Spectrum NET PA space;AS8717
62.221.141.80/28;62.221.128.0 - 62.221.141.255;ASSIGNED PA;A1BG-Sofia-DOCSIS;A1 Bulgaria EAD;62.221.141.0/24;BLIZOO;AS13124
213.169.51.0/25;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
92.247.80.32/27;92.247.80.0 - 92.247.87.255;ASSIGNED PA;SPNET-PON-OK-3;PON Services;92.247.80.0/21;Spectrum Net;AS8717
84.242.142.208/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
84.242.136.128/27;84.242.136.0 - 84.242.136.255;ASSIGNED PA;ORBITEL-PLOVDIV;PPP links to customers,Plovdiv;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
84.242.143.176/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.159.80/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
78.83.3.144/28;78.83.0.0 - 78.83.7.255;ASSIGNED PA;SPNET;Sofia, Bulgaria;78.83.0.0/20;SPNET;AS8717
78.83.12.32/27;78.83.8.0 - 78.83.15.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;78.83.0.0/20;SPNET;AS8717
212.50.19.176/28;212.50.19.128 - 212.50.19.255;ASSIGNED PA;DIMONT-BG;web design;212.50.0.0/19;Spectrum NET PA space;AS8717
78.83.252.192/26;78.83.248.0 - 78.83.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;78.83.248.0/21,78.83.248.0/21;SPNET,Spectrum NET PA space;AS29580,AS8717
82.103.97.128/27;82.103.97.0 - 82.103.97.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
82.147.136.128/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
87.227.154.144/28;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.169.51.224/28;213.169.51.128 - 213.169.51.255;ASSIGNED PA;SPNET;Razgrad;213.169.32.0/19;Spectrum NET PA space;AS8717
92.247.255.144/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
82.147.130.160/27;82.147.130.160 - 82.147.130.191;ASSIGNED PA;ORBITEL-SMOLIAN-1;pop in Smolian,Smolian;82.147.130.0/24;ORBITEL-NET-1;AS8672
88.203.148.144/28;88.203.144.0 - 88.203.155.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;88.203.144.0/21;Spectrum NET PA space;AS8717
87.227.149.64/27;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
92.247.249.224/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
87.227.152.144/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.147.132.128/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.234.32/28;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.158.128/26;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
92.247.227.240/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.203.144/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
212.50.2.224/28;212.50.2.224 - 212.50.2.239;ASSIGNED PA;RIVAL-BG;Trade center;212.50.0.0/19;Spectrum NET PA space;AS8717
82.147.140.96/27;82.147.140.0 - 82.147.140.255;ASSIGNED PA;ORBITEL-RUSE-2;point-to point links to customers,Ruse;82.147.140.0/24;Orbitel-Ruse;AS8672
92.247.194.64/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
62.204.148.80/28;62.204.148.0 - 62.204.148.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.;62.204.128.0/19;Spectrum NET PA space;AS8717
92.247.200.32/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
212.50.25.160/27;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.25.0/24;SPNET specific announce;AS8717
87.227.142.64/26;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
217.10.244.0/26;217.10.240.0 - 217.10.255.255;ALLOCATED PA;BG-MTELNET-20021107;;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
92.247.216.64/26;92.247.216.0 - 92.247.223.255;ASSIGNED PA;GPON-SofiaNorth;GPON Services;92.247.192.0/18;SPNET;AS29580
212.95.160.0/25;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.197.192/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.47.160/28;92.247.40.0 - 92.247.47.255;ASSIGNED PA;SPNET-PON-OK-2;PON Services;92.247.44.0/22;Spectrum NET PA space;AS8717
212.95.174.64/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.174.0/24;Orbitel;AS8672
92.247.251.0/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.36.16.96/28;212.36.16.0 - 212.36.16.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
212.95.179.144/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
78.83.248.160/28;78.83.248.0 - 78.83.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;78.83.248.0/22;SPNET;AS29580
212.36.0.64/27;212.36.0.0 - 212.36.2.159;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/24;Spectrum NET PA space;AS8717
82.147.138.64/26;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.28.160/28;92.247.24.0 - 92.247.31.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.16.0/20;Mobiltel EAD PA space;AS8717
195.24.40.240/28;195.24.40.128 - 195.24.40.255;ASSIGNED PA;ORBITEL-PLOVDIV-CUSTOMER-1;Orbitel Plovdiv pop - /30 to customer interfaces,Plovdiv, Bulgaria;195.24.40.0/22;Orbitel;AS8672
212.91.166.176/28;212.91.166.0 - 212.91.166.191;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.160.0/19;Spectrum NET PA space;AS8717
92.247.195.0/26;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
213.169.61.96/27;213.169.61.0 - 213.169.61.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;213.169.61.0/24;Spectrum NET,BG-ONLY NETS;AS8717
82.147.143.160/27;82.147.143.0 - 82.147.143.255;ASSIGNED PA;netcentrex;voice service,Sofia;82.147.143.0/24;Orbitel;AS8672
87.227.149.240/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.222.32.192/28;213.222.32.192 - 213.222.32.255;ASSIGNED PA;ORBITEL-SOF-POP;Sofia;213.222.32.0/19;Orbitel customer and internal;AS8672
88.203.137.208/28;88.203.136.0 - 88.203.139.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;88.203.136.0/21;Spectrum NET PA space;AS8717
213.222.59.128/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.59.0/24;;AS8717
62.204.150.240/28;62.204.150.0 - 62.204.150.255;ASSIGNED PA;RUSE-BG;RUSE Spectrum Net;62.204.128.0/19;Spectrum NET PA space;AS8717
82.103.115.160/27;82.103.115.0 - 82.103.115.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure;82.103.115.0/24;Spectrum NET,BG-ONLY NETS;AS8717
92.247.30.112/28;92.247.24.0 - 92.247.31.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.16.0/20;Mobiltel EAD PA space;AS8717
92.247.247.64/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
84.242.137.80/28;84.242.137.0 - 84.242.137.255;ASSIGNED PA;ORBITEL-BURGAS;PPP to customers in Burgas;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
62.204.145.96/27;62.204.144.0 - 62.204.145.255;ASSIGNED PA;A1ITS;A1ITS;62.204.128.0/19;Spectrum NET PA space;AS8717
212.36.11.192/26;212.36.11.0 - 212.36.11.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
195.24.32.176/28;195.24.32.0 - 195.24.32.255;ASSIGNED PA;ORBITEL-1;Orbitel Ltd. infrastructure;195.24.32.0/19;Orbitel customer and internal;AS8672
92.247.254.144/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
87.227.153.32/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
