Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
87.227.145.16/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
85.196.132.128/25;85.196.132.0 - 85.196.135.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;85.196.132.0/22;Spectrum NET PA space;AS8717
84.242.128.32/28;84.242.128.0 - 84.242.128.255;ASSIGNED PA;Orbitel-Radio-net;Radio Relay network;84.242.128.0/24;Orbitel customer;AS198868
84.242.165.128/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.34.111.160/28;195.34.111.0 - 195.34.111.255;ASSIGNED PA;BIT-INC-VOIP;Bulgarian Information Technologies Inc.;195.34.96.0/19;Spectrum NET PA space;AS8717
195.24.40.48/28;195.24.40.0 - 195.24.40.127;ASSIGNED PA;ORBITEL-PLOVDIV-1;Orbitel Plovdiv pop - routers, access server,Plovdiv, Bulgaria;195.24.40.0/22;Orbitel;AS8672
195.24.33.48/28;195.24.33.0 - 195.24.33.127;ASSIGNED PA;ORBITEL-BURGAS-1;Orbitel Burgas pop - routers, access server,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
89.190.196.32/27;89.190.196.0 - 89.190.196.255;ASSIGNED PA;SOFIA-MEGALAN;Megalan Network Ltd.;89.190.196.0/23;NAT and Internal;AS35141
87.227.150.192/26;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
176.12.34.128/27;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
84.242.131.192/26;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.50.27.80/28;212.50.27.80 - 212.50.27.95;ASSIGNED PA;HANDY-BG;HandyTel BG;212.50.0.0/19;Spectrum NET PA space;AS8717
83.97.28.224/28;83.97.24.0 - 83.97.31.255;ASSIGNED PI;HOMELAN;;83.97.24.0/21;HomeLan Ltd;AS8717
77.70.109.192/26;77.70.84.0 - 77.70.111.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;East quarters - Iavorov;77.70.108.0/22;Barbukow;AS35141
82.147.153.64/26;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
89.190.204.176/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.204.0/23;Mania 2;AS35141
195.34.100.224/28;195.34.100.0 - 195.34.100.255;ASSIGNED PA;BIT-INC;Bulgarian Information Technologies Inc.;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.157.32/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
77.70.114.64/27;77.70.113.0 - 77.70.115.255;ASSIGNED PA;IZTOK-MEGALAN;East quarters - Iztok;77.70.114.0/24;Prez T;AS35141
195.24.38.160/27;195.24.38.128 - 195.24.38.255;ASSIGNED PA;ORBITEL-WIRELESS-SOFIA-1;Orbitel Inc,Sofia,wireless segment;195.24.32.0/19;Orbitel customer and internal;AS8672
89.190.192.64/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
87.227.159.96/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.36.7.240/28;212.36.7.0 - 212.36.7.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
87.227.149.192/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.95.160.128/26;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.36.10.32/27;212.36.10.0 - 212.36.10.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.10.0/24;;AS8717
213.226.44.224/27;213.226.44.0 - 213.226.44.255;ASSIGNED PA;MTELNET;P-to-P PE-CE SFL,Responsible Devision for Project: ITS;213.226.44.0/24;Mobiltel EAD.;AS12716
195.24.39.224/27;195.24.39.224 - 195.24.39.255;ASSIGNED PA;MLSYSTEMS-1;ML Systems EOOD,27, Korab Planina str., BG-1407 Sofia;195.24.32.0/19;Orbitel customer and internal;AS8672
195.24.63.224/27;195.24.63.0 - 195.24.63.255;ASSIGNED PA;ORBITEL-VARNA-1;Orbitel Varna POP,Bulgaria;195.24.60.0/22;Orbitel;AS8672
212.50.12.112/28;212.50.12.112 - 212.50.12.127;ASSIGNED PA;GPL-BG;GPL Ltd.;212.50.0.0/19;Spectrum NET PA space;AS8717
85.91.152.96/27;85.91.128.0 - 85.91.159.255;ALLOCATED PA;BG-MTELNET-20041124;;85.91.128.0/19;Data BG Ltd;AS29580
212.50.12.128/26;212.50.12.128 - 212.50.12.191;ASSIGNED PA;EXCO-BG;Express Consult - NET Ltd.;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.50.48/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
62.204.146.32/28;62.204.146.0 - 62.204.146.255;ASSIGNED PA;SPNET-V;Spectrum Net - Clients;62.204.128.0/19;Spectrum NET PA space;AS8717
195.24.47.32/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
195.34.121.192/26;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
212.50.4.80/28;212.50.4.0 - 212.50.4.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure VPN;212.50.4.0/24;SPNET specific announce;AS8717
83.97.31.0/25;83.97.24.0 - 83.97.31.255;ASSIGNED PI;HOMELAN;;83.97.24.0/21;HomeLan Ltd;AS8717
87.227.148.112/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
78.90.240.32/27;78.90.240.0 - 78.90.241.255;ASSIGNED PA;GOCE-DELCHEV-SOF;Goce Delchev quarter,Megalan Network Real IP address space;78.90.0.0/16;BG-MEGALAN-20070627;AS35141
195.149.250.128/27;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
84.242.138.64/27;84.242.138.0 - 84.242.138.255;ASSIGNED PA;OORBITEL-COUNTRY;country customers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.39.32/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
212.95.179.64/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
89.190.195.160/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
87.227.146.96/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
84.242.135.16/28;84.242.135.0 - 84.242.135.255;ASSIGNED PA;Orbitel-PPP;point-to-point connections to sustomers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.34.108.32/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
83.97.28.160/27;83.97.24.0 - 83.97.31.255;ASSIGNED PI;HOMELAN;;83.97.24.0/21;HomeLan Ltd;AS8717
213.169.46.192/26;213.169.46.0 - 213.169.46.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;213.169.32.0/19;Spectrum NET PA space;AS8717
89.190.221.64/27;89.190.216.0 - 89.190.223.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;Sofia East quarters;89.190.220.0/23;Musagenica;AS35141
212.36.6.128/27;212.36.6.0 - 212.36.6.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
82.147.132.32/28;82.147.132.32 - 82.147.132.47;ASSIGNED PA;VARNA-wireless-waz;wireless customers,Varna;82.147.128.0/19;Orbitel customer and internal;AS8672
195.149.254.160/27;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
213.169.41.64/28;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
84.242.147.112/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
212.50.23.0/26;212.50.22.0 - 212.50.23.255;ASSIGNED PA;INET-BG;i.net Ltd.,ISP, Computers, Networks and solutions;212.50.0.0/19;Spectrum NET PA space;AS8717
84.242.136.16/28;84.242.136.0 - 84.242.136.255;ASSIGNED PA;ORBITEL-PLOVDIV;PPP links to customers,Plovdiv;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.91.166.112/28;212.91.166.0 - 212.91.166.191;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.160.0/19;Spectrum NET PA space;AS8717
212.50.1.64/26;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.47.128/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
213.222.52.128/27;213.222.52.128 - 213.222.52.159;ASSIGNED PA;Deltacom-Pleven;deltacom,Pleven;213.222.52.0/23;Orbitel;AS8672
84.242.128.80/28;84.242.128.0 - 84.242.128.255;ASSIGNED PA;Orbitel-Radio-net;Radio Relay network;84.242.128.0/24;Orbitel customer;AS198868
82.147.150.208/28;82.147.150.0 - 82.147.150.255;ASSIGNED PA;ORBITEL-BURGAS-2;Orbitel Burgas pop,Burgas;82.147.128.0/19;Orbitel customer and internal;AS8672
217.79.32.224/27;217.79.32.0 - 217.79.47.255;ALLOCATED PA;BG-MTELNET-20001228;;217.79.32.0/20;;AS8717
84.242.144.224/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
84.242.185.0/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
195.24.51.208/28;195.24.51.0 - 195.24.51.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.51.0/24;PPPoE Targovishte i Ruse;AS29580
85.91.150.80/28;85.91.149.0 - 85.91.150.255;ASSIGNED PA;STATIC;Spectrum Net Jsc;85.91.128.0/19;Data BG Ltd;AS29580
195.24.32.224/28;195.24.32.0 - 195.24.32.255;ASSIGNED PA;ORBITEL-1;Orbitel Ltd. infrastructure;195.24.32.0/19;Orbitel customer and internal;AS8672
213.222.56.0/27;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.56.0/24;Orbitel;AS8672
84.242.163.128/25;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.50.3.48/28;212.50.3.0 - 212.50.3.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure;212.50.0.0/19;Spectrum NET PA space;AS8717
84.242.145.64/27;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
62.204.143.16/28;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.128.0/19;Spectrum NET PA space;AS8717
84.242.142.240/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.95.166.16/28;212.95.166.16 - 212.95.166.31;ASSIGNED PA;ORBITEL-SEV-POP;POP links,Sevlievo;212.95.164.0/22;Orbitel;AS8672
82.103.71.240/28;82.103.71.0 - 82.103.71.255;ASSIGNED PA;SPNET;Spectrum Net - Stara Zagora;82.103.64.0/18;Spectrum NET PA space;AS8717
195.149.255.160/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
82.103.119.128/25;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
212.91.163.48/28;212.91.163.0 - 212.91.163.255;ASSIGNED PA;SPNET;Spectrum Net - Varna,Wireless clients;212.91.160.0/19;Spectrum NET PA space;AS8717
89.190.212.224/27;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.212.0/23;Dianabad;AS35141
213.226.45.64/27;213.226.45.0 - 213.226.45.255;ASSIGNED PA;MTELNET;2-nd P-to-P PE-CE SFL,Responsible Devision for Project: ITS;213.226.45.0/24;Mobiltel EAD.;AS12716
87.227.155.144/28;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
62.204.143.32/27;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.128.0/19;Spectrum NET PA space;AS8717
195.34.115.208/28;195.34.115.0 - 195.34.115.255;ASSIGNED PA;BIT-INC;Spectrum NET,Sofia;195.34.96.0/19;Spectrum NET PA space;AS8717
82.147.144.112/28;82.147.144.0 - 82.147.144.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;82.147.144.0/24;ORBITEL-VoIP-clients;AS8672
87.227.159.160/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.44.224/28;195.24.44.192 - 195.24.44.255;ASSIGNED PA;ORBITEL-SOF-POP;POP links and wireless segments,Sofia;195.24.32.0/19;Orbitel customer and internal;AS8672
212.95.179.240/28;212.95.179.240 - 212.95.179.255;ASSIGNED PA;Telegames;Sofia;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
89.190.207.32/27;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.206.0/23;Mania 3;AS35141
213.169.59.128/25;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
213.222.58.64/28;213.222.58.64 - 213.222.58.79;ASSIGNED PA;ORBITEL-DOBRICH-1;Orbitel Inc,Dobrich;213.222.58.0/24;Orbitel;AS8672
212.50.12.64/28;212.50.12.64 - 212.50.12.79;ASSIGNED PA;McDONALDS-BG;Food company;212.50.0.0/19;Spectrum NET PA space;AS8717
82.103.72.0/25;82.103.72.0 - 82.103.72.255;ASSIGNED PA;SPNET;Spectrum Net - Blagoevgrad;82.103.64.0/18;Spectrum NET PA space;AS8717
195.149.255.192/26;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.50.4.224/28;212.50.4.0 - 212.50.4.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure VPN;212.50.4.0/24;SPNET specific announce;AS8717
89.190.195.96/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
82.147.141.32/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
195.149.254.192/27;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
195.24.47.160/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
195.24.39.128/28;195.24.39.128 - 195.24.39.143;ASSIGNED PA;SHERATON-NET;Sheraton Sofia Hotel,Sofia;195.24.32.0/19;Orbitel customer and internal;AS8672
89.190.215.144/28;89.190.215.48 - 89.190.215.255;ASSIGNED PA;IZTOK-MEGALAN-SMALL;Iztok small area;89.190.214.0/23;Iztok;AS35141
195.149.254.96/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.36.20.0/28;212.36.20.0 - 212.36.20.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.20.0/24;;AS8717
195.34.114.160/27;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.157.96/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.91.175.160/27;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
195.149.255.0/25;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
83.97.28.192/27;83.97.24.0 - 83.97.31.255;ASSIGNED PI;HOMELAN;;83.97.24.0/21;HomeLan Ltd;AS8717
85.196.165.128/25;85.196.165.0 - 85.196.165.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Bourgas;85.196.160.0/19;Spectrum NET PA space;AS8717
87.227.144.64/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.58.192/26;195.24.58.0 - 195.24.58.255;ASSIGNED PA;ORBITEL-NET-1;Orbitel Inc,Sofia, Bulgaria;195.24.58.0/24;ORBITEL-NET-1;AS8672
62.204.137.128/25;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.137.0/24;Mobiltel;AS8717
77.70.109.112/28;77.70.84.0 - 77.70.111.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;East quarters - Iavorov;77.70.108.0/22;Barbukow;AS35141
195.149.254.48/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.50.2.224/28;212.50.2.224 - 212.50.2.239;ASSIGNED PA;RIVAL-BG;Trade center;212.50.0.0/19;Spectrum NET PA space;AS8717
84.242.133.32/27;84.242.133.0 - 84.242.133.255;ASSIGNED PA;Orbitel-country;routed in the country;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
62.204.146.208/28;62.204.146.0 - 62.204.146.255;ASSIGNED PA;SPNET-V;Spectrum Net - Clients;62.204.128.0/19;Spectrum NET PA space;AS8717
87.227.139.128/26;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.50.19.224/28;212.50.19.128 - 212.50.19.255;ASSIGNED PA;DIMONT-BG;web design;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.58.160/28;195.24.58.0 - 195.24.58.255;ASSIGNED PA;ORBITEL-NET-1;Orbitel Inc,Sofia, Bulgaria;195.24.58.0/24;ORBITEL-NET-1;AS8672
62.204.142.192/26;62.204.142.0 - 62.204.142.255;ASSIGNED PA;ACVILON-BG;Vanilla Web Instruments Ltd.,Ruse;62.204.128.0/19;Spectrum NET PA space;AS8717
195.24.46.192/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
195.24.51.0/27;195.24.51.0 - 195.24.51.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.51.0/24;PPPoE Targovishte i Ruse;AS29580
213.169.33.128/25;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
85.196.160.48/28;85.196.160.0 - 85.196.161.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
212.91.188.240/28;212.91.188.0 - 212.91.188.255;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.188.0/24;;AS8717
195.24.42.192/26;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.42.0/24;Orbitel;AS8672
77.70.112.128/28;77.70.0.0 - 77.70.127.255;ALLOCATED PA;BG-MTELNET-20070221;;77.70.0.0/17;BG-MEGALAN-20070221;AS35141
82.147.136.96/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
87.227.152.144/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.36.0.80/28;212.36.0.0 - 212.36.2.159;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/24;Spectrum NET PA space;AS8717
195.24.45.0/25;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
195.34.120.192/26;195.34.120.192 - 195.34.120.255;ASSIGNED PA;KRISTAN-BG;Kristan ET,Sofia;195.34.96.0/19;Spectrum NET PA space;AS8717
85.196.164.48/28;85.196.164.0 - 85.196.164.255;ASSIGNED PA;Mobiltel_NET26012018;Mobiltel_NET26012018;85.196.160.0/19;Spectrum NET PA space;AS8717
87.227.152.160/27;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.226.44.208/28;213.226.44.0 - 213.226.44.255;ASSIGNED PA;MTELNET;P-to-P PE-CE SFL,Responsible Devision for Project: ITS;213.226.44.0/24;Mobiltel EAD.;AS12716
212.95.173.176/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.47.64/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
87.227.144.224/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.226.46.0/26;213.226.0.0 - 213.226.63.255;ALLOCATED PA;BG-MTELNET-990920;;213.226.46.0/24;Mobiltel EAD.;AS12716
195.34.104.192/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.158.240/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
83.97.31.128/27;83.97.24.0 - 83.97.31.255;ASSIGNED PI;HOMELAN;;83.97.24.0/21;HomeLan Ltd;AS8717
82.103.98.160/27;82.103.98.0 - 82.103.98.255;ASSIGNED PA;PLOVDIV-SE;Plovdiv Stock Exchange;82.103.64.0/18;Spectrum NET PA space;AS8717
85.196.162.128/25;85.196.162.0 - 85.196.163.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
195.34.107.96/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.96.0/19;Spectrum NET PA space;AS8717
77.70.115.160/28;77.70.113.0 - 77.70.115.255;ASSIGNED PA;IZTOK-MEGALAN;East quarters - Iztok;77.70.115.0/24;Prez I;AS35141
77.70.15.96/27;77.70.0.0 - 77.70.127.255;ALLOCATED PA;BG-MTELNET-20070221;;77.70.12.0/22;Dianabad Real IP addresses;AS35141
213.169.56.208/28;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
84.242.141.192/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
89.190.192.176/28;89.190.192.128 - 89.190.192.255;ASSIGNED PA;INTERCONNECT-PEER;Routers interconnect for peering vlan;89.190.192.0/22;Megalan NAT and Internal;AS35141
195.24.58.80/28;195.24.58.0 - 195.24.58.255;ASSIGNED PA;ORBITEL-NET-1;Orbitel Inc,Sofia, Bulgaria;195.24.58.0/24;ORBITEL-NET-1;AS8672
195.24.63.96/28;195.24.63.0 - 195.24.63.255;ASSIGNED PA;ORBITEL-VARNA-1;Orbitel Varna POP,Bulgaria;195.24.60.0/22;Orbitel;AS8672
82.147.128.224/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/24;Orbitel-Lovech;AS8672
213.169.43.64/27;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
89.190.212.32/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.212.0/23;Dianabad;AS35141
89.190.220.160/27;89.190.216.0 - 89.190.223.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;Sofia East quarters;89.190.220.0/23;Musagenica;AS35141
